listing_id,year_built,year_renovated,renovation_scope,num_floors,basement_area_sqm,basement_natural_light,num_suites,solar_orientation,view_type,floor_material,window_type,condominium_name,is_gated_community,condo_fee_eur,nearby_schools,transport_access,distance_beach_min,distance_center_min,has_golf,amenities_list,renovation_potential,expat_appeal,rental_income_eur,tenant_occupied,has_al_license,is_aru_zone,is_heritage_protected,enriched_at
35121620,,2025,total,,,,0,,vista mar e serra,,caixilharia em alumínio com vidro duplo,,True,,,"próximo do centro histórico de Sintra, 35 minutos de Lisboa, excelentes acessos a Cascais e Ericeira",,35,,restaurante próximo; jardim privado; espaço de lazer com churrasqueira/barbecue; estacionamento para dois veículos; possibilidade de carregamento elétrico; duas zonas de arrumos exteriores; cave com potencial para garrafeira; sistema VMC; pré-instalação de ar condicionado; isolamento térmico reforçado com lã de rocha e sistema capoto,,alto,,,,,,2026-07-16T17:17:46.521416
34830067,,,,2,,,,,,,,,False,,,40 minutos de Lisboa,3.0,10.0,,piscina; poço; cisterna; jardim; árvores de fruto; anexos com wc,alto,alto,,,,,,2026-07-16T17:17:49.047288
35038628,,,,2,,,1,sul,,,vidrio duplo,,,,,,,,,piscina; churrasqueira; forno a lenha; zona de horta; painéis solares fotovoltaicos; painéis solares térmicos; bomba de calor; piso radiante,,alto,,,,,,2026-07-16T17:17:51.700782
33241070,,,,,,,3,,,,,,,,,,,,,lareira; biblioteca; ginásio; elevador; piscina; court de ténis; lago artificial; sistema de rega,,,,,,,,2026-07-16T17:17:54.204315
34975034,,,,2,,,,,vistas deslumbrantes sobre o Oceano Atlântico,"microcimento (salas), tábuas de carvalho (quartos superiores)",,Aldeia da Roca,True,,escolas internacionais,,,,True,piscinas privadas; telhados verdes; jardim comum verde; horta; área recreativa para crianças; condomínio premium com segurança,,alto,,,,,,2026-07-16T17:17:56.805410
32989020,,,,3,,,2,sul,vistas panorâmicas para os jardins,,,Quinta da Beloura,True,,Carlucci American International School; TASIS Portugal,"A16, A5",,,,Beloura Tennis Club; Health Club Homes Place; campos de futebol; campos de basketball; parques infantis,,alto,,,,,,2026-07-16T17:17:59.499954
34837629,,,,2,,,3,,vista panorâmica sobre o mar,chão em madeira,vidro duplo,,,,,,,,,piscina aquecida; estacionamento; jardim com rega automática,,alto,,,,,,2026-07-16T17:18:01.764761
35059956,,,,,,,1,,mar,,,,,,Colégio da Beloura; TASIS Portugal International School,,10,5,,aquecimento central; lareira; painéis solares; garagem; jardim,,alto,,,,,,2026-07-16T17:18:03.991881
34854881,,,,,,,,,,,janelas de correr,,False,,,,10,30,,,,alto,,,,,,2026-07-16T17:18:06.113978
34633724,2003,,,3,,,1,,vista deslumbrante para o palácio da Pena e castelo dos mouros,,,,,,escolas,,,5.0,,garagem para dois veículos; depósito; sala de tv com cozinha em open space; banheiro no piso inferior; sala de estar e jantar; cozinha completa; dois dormitórios; banheiro no primeiro piso; sótão utilizado como escritório e ateliê; anexo independente com cozinha em open space e banheiro completo; jardim com árvores frutíferas; sistema de irrigação abastecido por poço próprio; piscina com sistema de aquecimento e limpeza automatizada; pequeno lago com carpas; terraço coberto; páteo soalheiro; horta; área de churrasco; painéis solares para aquecimento de água; aquecimento central por gasóleo,,alto,,,,,,2026-07-16T17:18:09.318802
33496487,,,,3,59.0,,3,,vista para o golfe,,,,,,Tasis; Carlucci American School,,,,True,campos de golf; ténis; padel; supermercados; hipermercado; escola de ténis; escola de equitação; piscina; zona de barbeque,,alto,,,,,,2026-07-16T17:18:11.851059
35064275,,,,,,,,,vistas sobre a serra e a paisagem envolvente,soalho original em madeira,,,,,,acesso imediato aos transportes,,,,,,,,,,,,2026-07-16T17:18:14.136621
35108247,,,total,,,,1,,,,,,,,,,,,,,,alto,,,,,,2026-07-16T17:18:15.981287
34738238,,,,3,,,4,,,,,Quinta da Beloura,True,,TASIS Portugal; Carlucci American International School,"A16, A5, IC19. 30 minutos do Aeroporto Internacional de Lisboa.",,,True,piscina; jardim; terraço; elevador; garagem para 5 viaturas; ar condicionado; estores elétricos; aspiração central; painéis solares fotovoltaicos,,alto,,,,,,2026-07-16T17:18:18.466880
35043203,,,,2,,,3,,,,térmicas,,,,,,,,,piscina; lareira exterior; horta; árvores de fruto; painéis fotovoltaicos; bomba de calor; ar condicionado Daikin; piso radiante hidráulico; aspiração central; revestimento térmico; janelas térmicas; caixilharia Technal; sistema de ventilação mecânica; câmaras de videovigilância; churrasqueira Brabura,,alto,,,,,,2026-07-16T17:18:21.096876
34374194,1724,2024,total,3,,True,4,Nascente,vistas panorâmicas sobre Lisboa e Mafra,,,,,,,,,,,,,alto,,,,,True,2026-07-16T17:18:23.551053
34887162,,,total,,,,,,,,,,,,,,5.0,,,,,alto,,,,,,2026-07-16T17:18:25.730640
32914066,,,,,,,4,,,,,,,,escolas internacionais,,,,,jardim; piscina,,alto,,,,,,2026-07-16T17:18:27.900168
34840727,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:18:29.764859
34561932,,,total,3,,,9,,vista para o castelo dos Mouros,,,,,,,,,,,,,alto,,,,,,2026-07-16T17:18:31.972825
33850808,,,,2,,,1,"Este, Sul, Oeste",serra e mar,,vidros duplos,,,,Escola Internacional TASIS; KING’S College School em Cascais,rede de transportes,,,,piscina; jardim; zona barbecue; aspiração central; estores elétricos; vidros duplos; piso radiante; furo de água; anexo; duche de apoio à piscina,,,,,,,,2026-07-16T17:18:34.635133
34612720,,,,3,,,5,,golf,,,Quinta da Beloura,,,escolas internacionais,"A5, A16, 30 minutos de Lisboa, 10 minutos de Cascais, 5 minutos de Sintra",,,True,piscina; jardim paisagístico; pérgola em vidro; furo; painéis solares; sauna; garagem fechada,,alto,,,True,,,2026-07-16T17:18:37.391419
34731683,1850,,,3,,,,,serra e mar,,,,,,,,,,,,alto,alto,,,,,,2026-07-16T17:18:39.421851
32710578,,,,4,,,1,,campo,,oscilo batentes,,,,American International School of Lisbon; TASIS,,10.0,13.0,,vidros duplos; lareira com recuperador de calor; aquecimento central; cozinha equipada; banheira de hidromassagem; jacuzzi; roupeiros embutidos; toalheiros elétricos; termo acumulador; portão automático,,alto,,,,,,2026-07-16T17:18:41.889589
34989528,,,total,,,,,norte/sul,,vinílico,PVC com vidros duplos,,,,,,1,,,churrasqueira; garagem coberta,,alto,,,,,,2026-07-16T17:18:44.299112
33667523,2006,,,2,,,4,,mar,,,,,,Prime School International,"A16 a 20 minutos, Estação de Sintra a 20 minutos",,,,,,alto,,,,,,2026-07-16T17:18:46.271948
34029476,,,,4,,,2,,vistas deslumbrantes para a Serra,chão em padrão geométrico,janelas emolduradas,,True,,,,,,,sala de cinema; sauna; adega,,alto,,,,,True,2026-07-16T17:18:48.629355
32931445,,,,2,217.0,,1,,mar e campo,,,,,,American International School of Lisbon; TASIS (The American School of Switzerland),"próximo da IC19, A16 e A5",3.0,,,,,alto,,,,,,2026-07-16T17:18:50.884643
35025298,,,,,,,1,,,,,Beloura,True,,escolas internacionais,,,,True,golfe; ginásios; comércio; serviços,médio,alto,,,,,,2026-07-16T17:18:53.137538
33693200,,,total,4,,,1,,vista para a Quinta da Regaleira,,,,,,,,,,,cinema; sauna; garrafeira,,alto,,,,,,2026-07-16T17:18:55.208128
35002196,,,,,,,,,,,,Ocean Edge,,,,,,,,piscina privativa; jardim; estacionamento privativo,,alto,,,,,,2026-07-16T17:18:57.219128
35002195,,,,,,,,,,,,Ocean Edge,True,,,fácil acesso às principais vias,,,,,,alto,,,,,,2026-07-16T17:18:59.345094
34709195,,,,2,,,4,,,,alumínio com corte térmico,,,,American International School of Lisbon; TASIS Portugal,,2,,,piscina exterior; jardim privado; terraços; garagem; ar condicionado; recuperador de calor; painéis solares; pré-instalação de aquecimento por pavimento radiante; ventilação forçada,,alto,,,,,,2026-07-16T17:19:02.004810
34680190,,,,2,,,2,,vista sobre a totalidade da propriedade,,Vidros duplos,,,,,Bem servida de transportes,,5,,Piscina; Jardim; Vinha; Adega; Garrafeira; Anexos,,alto,,,True,,,2026-07-16T17:19:04.399995
35002108,,,,,,,,,serra e oceano,,,Ocean Edge,True,,,fácil acesso às principais vias,10,,,piscina privativa; jardim privativo; estacionamento privativo,,alto,,,,,,2026-07-16T17:19:06.705425
35073025,,,,,,,,não especificado,desafogada,,,,,,escolas,"A16 ou IC19 a 5 minutos, A5 a 10 minutos, aeroporto de Lisboa a menos de 30 minutos",,,,farmácias; serviços,,alto,,,,,,2026-07-16T17:19:08.953410
34982814,,,,3,,,2,,,,,,True,,Carlucci American International School; TASIS,próxima de transportes públicos,,,,piscina; jardins; zonas verdes,,,,True,,,,2026-07-16T17:19:11.577723
35025660,,,total,,,,,,,,alumínio com vidro duplo e sistema oscilo-batente,,,,,"excelentes acessos ao centro histórico, às principais vias para Lisboa e às praias da linha de Cascais",,,,,,alto,,,,,,2026-07-16T17:19:13.799373
34894636,,,,1,,,3,excelente,mar,,panorâmicas,,,,American International School of Lisbon; The American School of Switzerland (TASIS),10 minutos dos acessos a Lisboa e Cascais,2,,,,,alto,,,,,,2026-07-16T17:19:16.024171
34432635,,,,,,,,,serra,,,São Martinho Villas,,,,,,,,piscina comum; parque infantil; zonas verdes,,alto,,,,,,2026-07-16T17:19:18.440259
35012115,,,,3,,,1,sul/nascente,,,vidros duplos; caixilharia em alumínio com corte térmico,,,,TASIS; American International School of Lisbon,,10,,True,painéis solares; ar condicionado; estores elétricos; aspiração central; vídeo porteiro; portões automáticos; rega automática; fibra ótica,,alto,,,,,,2026-07-16T17:19:20.847326
35017612,1965,,,,,,,,,,PVC com vidro duplo e estores,,False,,,,5.0,,,comércio; serviços,alto,alto,,True,,,,2026-07-16T17:19:22.909032
35043405,,,,,,,,,,,,,True,,colégios internacionais de referência,,,,True,piscina; zonas ajardinadas,,alto,,,,,,2026-07-16T17:19:24.912515
34799868,,,total,3,,,7,,jardim,madeira (Old Riga),caixilharia em madeira Niagon lacada da Carpilux com vidros duplos,,,,,,,,,"ar condicionado; alarme; sistema de deteção de incêndio; painéis eléctricos independentes para cada quarto; estacionamento para três viaturas; anexo com escritório, lavandaria, arrumos, áreas técnicas e duas casas de banho",,alto,,,,,,2026-07-16T17:19:27.620808
34879551,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:19:29.530625
35054477,,,,,,,1,,,,janelas duplas,,,,escolas,transportes públicos,,,,jardim; piscina; área de churrasco,,alto,,,,,,2026-07-16T17:19:31.971963
34726325,,,,,,,,,,,,,,,,"A paragem mais próxima, Largo Pedro Manuel Lourenço 29, fica apenas a 2 minutos a pé, seguida por Av Nª Srª da Esperança 5 e Av Nª Srª da Esperança 7 (Capela) a 3 minutos de distância. A paragem bem iluminada de Av Nª Srª da Esperança 103, completa com abrigo e banco, está a 14 minutos a pé do bairro.",,,,,,,,,,,,2026-07-16T17:19:34.743214
34023301,1886,,total,3,,,7,,jardim,madeira Riga Velha,caixilharia eficiente anti som em madeira lacada da marca Carpilux,,,,,,,,,ar condicionado por condutas; sistema de alarme; detenção de incêndio; quadro elétrico independente em cada divisão; garrafeira com 4 adegas; escritório com casa de banho; casa das máquinas,,alto,,,,,,2026-07-16T17:19:37.248310
33652023,,2018,total,2,,,3,,"panorâmica para a Serra de Sintra, Palácio da Pena e Castelo dos Mouros",,,,,,,excelentes acessos a Lisboa,,,,piscina aquecida; jardim; terraços; lareira com recuperador de calor; ar condicionado,,alto,,,,,,2026-07-16T17:19:39.812944
34178020,,,,3,,,3,,,,,,,,American Internacional School; Colégio de S. José,excelente acessibilidade a Lisboa,,,True,piscina privada; jardim; churrasqueira com telheiro; garagem para 2 carros; escritório; adega; lavandaria; arrecadação,,alto,,,,,,2026-07-16T17:19:42.650316
34163004,,,,2,,,3,,vista para campo de golfe,,,Quinta da Beloura,,,TASIS; Carlucci American School,,,,True,piscina; área de barbecue; pomar; campo de ténis; campo de padel; escola de ténis; escola de equitação; supermercados; hipermercados,,alto,,,,,,2026-07-16T17:19:45.324493
35124744,1992,,,2,,,4,Este-Oeste,,,,,,,,,10,,,,,,,,,,,2026-07-16T17:19:47.312620
34983191,,,total,3,,,3,,mar,,,,,,Tasis; Kings College,,,,,,,,,,,,,2026-07-16T17:19:49.402239
34666142,1889,,total,4,,,2,,serra e mar para além da Vila de Sintra,madeira de tábua corrida,,,,,,"a 10 minutos da estação de comboios, rápidos acessos à autoestrada A5 e A16",20.0,5.0,,ar condicionado em todas as divisões; sala de cinema; sauna; garrafeira com zona de provas; hall com zona de lavandaria,,alto,,,,,True,2026-07-16T17:19:52.231445
34897824,,,,3,,,1,,,,,,,,escolas internacionais,,,,True,jardim relvado; piscina privativa; ginásio; bomba de calor; estores elétricos; piso radiante nas casas de banho,,alto,,,,,,2026-07-16T17:19:54.534132
33748598,,,total,4,,,2,,Vista para o Palácio da Pena,,,,,,,Próximo de autoestrada A5 e A16,,,True,Sauna; Sala de cinema; Garrafeira; Escritório; Jardim; Ar condicionado por conduta; Lavandaria,,alto,,,,,,2026-07-16T17:19:57.243145
35130597,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:19:59.309356
34314542,,,,3,,,3,,vista para a Serra de Sintra,,,,,,CAISL (American International School of Lisbon); TASIS (The American School in Portugal),"A16, A5, IC19",15.0,28.0,,serviços; restaurantes; escolas; áreas de lazer,,alto,,,,,,2026-07-16T17:20:01.836120
34441401,,,,3,,,1,,vista para a montanha e para o Palácio da Pena,,vidros duplos,,,,,,13.0,5.0,,,,,,,,,,2026-07-16T17:20:03.968669
34894235,,2022,total,1,,,2,,vista mar,,,,,,Salesianos de Manique; IPS International School; Carlucci American International School of Lisbon; TASIS; Saint Dominic's International School; Saint Julian School,autoestradas A5 e A16,,10,True,piscina aquecida; sauna; garrafeira; pomar; horta; cultivo de plantas medicinais; galinheiro; sala de jogos; casa de caseiros; greenhouse; alpendre; espaço para festas/eventos; vinha; olival; cozinha rústica com churrasqueira e forno de pizza,,alto,,,,,,2026-07-16T17:20:07.083342
34788108,,,,3,,,2,,,,,,True,,CAISL (American International School of Lisbon); TASIS (The American School in Portugal),"fáceis acessos aos principais centros urbanos de Sintra, Cascais e Lisboa através das principais auto-estradas (A16, A5 e IC19)",15,,,piscina; ginásio; sauna; banho turco; estores elétricos; ar condicionado; painéis solares; jardim privativo,,alto,,,,,,2026-07-16T17:20:09.948487
34343023,,,,,,,1,nascente/poente,,,,,,,AISLisbon; TASIS Portugal,,3.0,18.0,,piscina; jardim; garagem; churrasqueira; ar condicionado; estores elétricos; painéis solares,,alto,,,,,,2026-07-16T17:20:12.486741
35073828,,,,3,,,,boa exposição solar,serra de Sintra,piso radiante,,,,,,,,,,jardim; piscina; garagem para 4 carros; ginásio; sala de cinema; banho turco; sauna; churrasqueira; estores elétricos; sistema CCTV; sistema de som bluetooth integrado; cozinha equipada; lavandaria equipada; piso radiante; recuperador de calor; ar condicionado Midea; domótica; painéis solares; furo de captação de água; rega automática; ponto de carregamento VE,,alto,,,,,,2026-07-16T17:20:15.895149
34592724,,,,,,,1,,jardim e pinhal,,Vidro Duplo,,,,HYPH International School; Colégio Catarina de Bragança; Escola Secundária Sarrazola; Escola Infantil do Mucifal; Centro Paroquial de Colares,elétrico que liga a Praia das Maçãs à Vila de Sintra,,,,Supermercado Modelo; Centro de Análises Joaquim chaves; Cintramédica; Veterinários,,alto,,,,,,2026-07-16T17:20:18.776254
34921366,,,,3,,,,ótima exposição solar,,,janelas Velux,,,,,Bons acessos,10.0,,,comércio; serviços; praias,alto,,,,,,,2026-07-16T17:20:21.179661
33254034,,,total,2,,,1,,,,,,,,,,,10,,,,alto,,,,,,2026-07-16T17:20:23.277692
35050948,,,,,,,,Sul,abertas,,,Penha Longa Resort,True,,escolas internacionais,,,,True,golfe (18 buracos); golfe (9 buracos); hotel; spa; restauração de referência,,,,,,,,2026-07-16T17:20:25.602933
35050943,,,,,,,,sul,abertas,,,Penha Longa Resort,True,,escolas internacionais,,,,True,jardim; piscina; garagem; spa; restauração de referência; golfe (18 buracos); golfe (9 buracos); hotel,,alto,,,,,,2026-07-16T17:20:28.279902
35050935,,,,,,,,sul,,,,Penha Longa Resort,True,,escolas internacionais,,,,True,jardim; piscina; garagem,,alto,,,,,,2026-07-16T17:20:30.892019
35109853,1970,,total,,,,0,,,,,,False,,,,,,False,,,alto,,False,,,,2026-07-16T17:20:33.319000
34905508,,,,2,50.0,,1,Nascente / Poente,campo e Mar,,,,,,,,,,,piscina; zona de lazer; jardim; terraços; anexos,,alto,,,,,,2026-07-16T17:20:35.992472
35161505,,,,3,,True,3,,,,,,True,,TASIS; CAISL,"acessos rápidos a Lisboa, Cascais e Estoril",,,True,piscina aquecida; ar condicionado; lareira com recuperador de calor; segurança 24h; ginásio; ténis; spa; campos de golfe,,alto,,,,,,2026-07-16T17:20:38.504648
34166448,,,total,,,,,,"mar, serra",,,,,,,,,,,,,,,,,,,2026-07-16T17:20:40.574214
32929098,,,,2,50.0,,1,Nascente / Poente,campo e Mar,,em arco,,,,,,,20.0,,piscina; zona de lazer; jardim; terraços; anexos; parqueamento exterior; sistema de aquecimento de piso radiante,,alto,,,,,,2026-07-16T17:20:43.007620
33858364,,,,,,,32,,vista privilegiada sobre jardins e áreas verdes,,,,,,,fácil acesso à A16 e A5,,,,piscina monumental; campo de ténis; jardins exuberantes; bosques; pomar; capela; biblioteca,alto,alto,,,,,,2026-07-16T17:20:45.445759
32646722,1963,,,3,,,,,serra,,,,,,,"fácil acesso, 25 km de Lisboa e do principal aeroporto",,,,piscina; court de ténis; jardim interior; nascente de água; depósito de água; garagem; zona de pomar; parque florestal; ginásio; jardim de inverno; hall de entrada em mármore; sala com lareira; casa de jantar; cozinha; copa; lavandaria; despensa,,alto,,,,,,2026-07-16T17:20:48.502794
35021556,,2021,,,,,,nascente/poente,,,janelas duplas oscilobatentes,,,,escolas básicas; escolas secundárias,transportes diretos para o centro de Sintra,,,,parque infantil,,,,,,,,2026-07-16T17:20:50.797194
35107306,,,,,,,1,nascente poente,,,PVC com vidro duplo,,,,,,,,,terraço privativo; jardim privativo; garagem para dois carros; ar condicionado; estores elétricos; painéis solares; cozinha totalmente equipada com ilha central; claraboia,,alto,,,,,,2026-07-16T17:20:53.607142
34623299,,,,,,,1,,,,oscilo batentes,,,,,,,,,alarme; garagem automática; painéis solares; piscina; aquecimento elétrico; vidros duplos; bomba de calor piscina; caldeira solar,,,,,,,,2026-07-16T17:20:56.439090
35024641,,,,2,,,1,,vista para o Cabo da Roca,,,,,,,,,,,,alto,alto,,,,,,2026-07-16T17:20:58.594712
34459634,2005,,,2,,,,,,,,Quinta da Penha Longa,True,,escolas privadas; escolas públicas,cerca de 5 minutos da A16 e da IC19; estação de comboios de Portela de Sintra a cerca de 10 minutos; transportes públicos regulares nas imediações,,,True,segurança 24h; campo de golfe de 27 buracos; spa; áreas verdes; circuitos pedonais; acesso ao Penha Longa Resort 5 estrelas,,alto,,,,,,2026-07-16T17:21:01.346692
34897166,,,,,,,,,vista sob a Serra,,,,,,escolas,,,1.0,,,,,,,,,,2026-07-16T17:21:03.589237
34730777,,,,,,,3,,"Montanha, Castelo dos Mouros, Palácio da Pena, Mar",,,,,,,,,,,Lareira; Jardim; Garagem; Casa do caseiro,médio,alto,,,,,,2026-07-16T17:21:05.893681
34379753,,,,3,,,2,,mar panorâmica,,oscilobatentes com vidros duplos,,,,American International School; TASIS Portugal,30 min de Lisboa e Aeroporto,3.0,,,recuperador de calor; painéis solares; isolamento térmico e acústico; janelas oscilobatentes com vidros duplos; vídeo porteiro; portões automáticos,,alto,,,,,,2026-07-16T17:21:08.705545
34518414,,,total,3,,False,2,,montanha,,,,,,Carlucci American International School of Lisbon; St. Julian's School; Nova School of Business and Economics,10 minutos walking distance da estação de Sintra,20.0,10.0,,jardim; biblioteca; sala de cinema; adega; cozinha equipada; closet; roupão,,alto,,,,,,2026-07-16T17:21:11.279171
34672865,,,,3,,,1,,,,,,,,,,10.0,25.0,,,,,,,,,,2026-07-16T17:21:13.337808
34958371,2025,,,2,,,3,Sul,"vistas para o mar, serra e palácios",,,,,,,,,,,piscina; jardim; terraço panorâmico; varandas; passadiços pedonais,,alto,,,,,,2026-07-16T17:21:15.773428
34571365,,,,,,,1,,vistas panorâmicas sobre a Serra de Sintra e o oceano Atlântico,tijoleira,vidros duplos,,,,,excelente ligação tanto a Sintra como a Cascais,,,,supermercados; cafés; serviços locais,,alto,,,,,,2026-07-16T17:21:17.967591
35054268,,2024,total,1,,,,excelente exposição solar,,,,,,,escolas,"fácil acesso a Sintra, Cascais e Lisboa",,,,painel solar; ar condicionado; iluminação exterior de jardim integrada; termoacumulador de 150L; videoporteiro; portão automático motorizado,,alto,,,,,,2026-07-16T17:21:20.235564
35018074,,,,3,55.0,True,2,,"Serra de Sintra, Oceano Atlântico, Cabo da Roca",,,,,,,,,,,lareira; varanda; churrasqueira com forno a lenha; canil; garagem para dois carros; lavandaria; arrumos; sistema de renovação de ar; acessos para carros por dois portões; porta de acesso pedonal,,alto,,,,,,2026-07-16T17:21:23.184284
34975073,,,,2,,,,,Vistas deslumbrantes sobre o Oceano Atlântico,"Microcimento (salas, casas de banho); Tábuas de carvalho (quartos)",,,True,,,,,,True,Piscinas privadas com cobertura; telhados verdes; jardim comum; horta; área recreativa para crianças,,alto,,,,,,2026-07-16T17:21:25.863823
34975036,,,,,,,,,Oceano Atlântico,Microcimento (salas); Tábuas de carvalho (quartos pisos superiores),,,True,,escolas internacionais,,,,True,piscina privada; piscina com cobertura; telhados verdes; jardim comum; horta; área recreativa para crianças; piso radiante; portão elétrico; sistema de segurança centralizado; opção de aquecimento de piscina com bomba de calor,,alto,,,,,,2026-07-16T17:21:28.648809
35105996,,,,,,,,,mar,,vidros duplos,,,,escola de surf,"eléctrico para a Praia das Maçãs, Carris Metropolitana 1248, 1242 e 1254",2,,,restaurantes tradicionais; marisqueiras; farmácia; mercado municipal; pastelarias; padaria; talho,,alto,,,,,,2026-07-16T17:21:31.300227
34390936,,,,,,,,,serra,,,,,,,,,,,,,,,,,,,2026-07-16T17:21:33.158801
34922897,,,,2,,,,,vistas para a serra de Sintra e o Atlântico,,,,,,,,,,,,alto,alto,,,,,True,2026-07-16T17:21:35.187582
34857894,,,,,,,,,,,,,,,,bons acessos rodoviários,,,,,,,,,,,,2026-07-16T17:21:37.354284
31357718,,,,2,,,,,vista para a Serra de Sintra,,,,,,,,,5,,,alto,alto,,,,,,2026-07-16T17:21:39.495760
35105539,,,,2,,,3,,,,,,,,,,,,,piscina; espaço de convívio com cozinha e churrasqueira; garagem fechada para 2 viaturas; 4 lugares de estacionamento cobertos; canil; pequeno pinhal privativo; portão automático; aquecimento central,,,,True,,,,2026-07-16T17:21:42.025634
34989394,,,,2,,,0,,mar e serra,,,,,,,,,,,garagem fechada; arrecadação,alto,alto,,,,,,2026-07-16T17:21:44.103566
33055318,,,,,,,30,,Serra de Sintra,,,,,,,,,0,,restaurante; bar; estacionamento,,alto,,,True,,,2026-07-16T17:21:46.212552
35039223,,,,2,,,1,sul,"vale, natureza envolvente",,"portas de vidro de pé-direito total, amplas janelas",,,,Escolas Públicas de Colares; Escolas Públicas de Sintra; Colégio Vasco da Gama (privado); American International School of Lisbon; St. Julian's School (currículo britânico),A 40 minutos de Lisboa e do Aeroporto Internacional,10.0,5.0,,,,alto,,,,,,2026-07-16T17:21:49.064889
33549796,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:21:51.132049
33884781,,,,,,,,,mar,,,Quinta da Beloura,True,,,,,,,piscina; jardim; garagem; arrecadação,,alto,,,,,,2026-07-16T17:21:53.195870
34100660,,,,2,,,1,,vista desafogada,,janelas oscilobatentes com vidro duplo,,,,,,,,,lareira; ascensor interno; escadas em pedra; jardim com árvores de fruto; poço; zona de lazer; churrasqueira; garagem; sótão amplo,,,,,,,,2026-07-16T17:21:55.606241
34927581,,,,2,,,,,,,,,,,,fácil acesso a Lisboa,,,,,,alto,,,,,,2026-07-16T17:21:57.832220
35061909,1938,,,,,,1,,"jardim, nascer do sol",,,,,,,IC19,,,,lareira; salamandra; azulejos tradicionais pintados à mão; terraços; jardim com camélias; árvores de fruto; lago com peixes; galinheiro; espaço para piscina; garagem para 4 carros,,alto,,,,,,2026-07-16T17:22:00.338348
34840757,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:22:02.294228
34985752,,,,3,,,,,,,,Aldeia da Roca,,,,,,,,,,alto,,,,,,2026-07-16T17:22:04.594370
34985753,,,,3,,,,,oceano,,,Aldeia da Roca,,,,,,,,garagem; jardim privativo; piscina; terraços,,alto,,,,,,2026-07-16T17:22:06.792687
34985628,,,,3,,,,,vista oceano (atlântico),,grandes vãos envidraçados,Aldeia da Roca,True,,,fácil acesso a Lisboa e Cascais,,,,garagem; piscina; jardim privativo; terraços,,alto,,,,,,2026-07-16T17:22:09.073774
35127484,,2023,total,,,,,,,,,,,,,,,,,,,alto,,,,,,2026-07-16T17:22:11.169934
34779251,,,,,,,1,,,,vidros duplos,,,,,proximidade a transportes,,,,cozinha totalmente equipada; sala ampla com recuperador de calor; varanda; garagem; zona de lavandaria com I.S.; ar condicionado,,,,,,,,2026-07-16T17:22:13.833234
35133067,,,,2,,,3,Sul/Este,serra,,,,False,,,,,,,painéis solares; videoporteiro; pré-instalação de ar condicionado; portão automático,,,,,,,,2026-07-16T17:22:16.132352
34639067,,,,,,,,,"mar, aldeia",,,,,,,,,,,,,,,,True,,,2026-07-16T17:22:18.282655
35111069,,,,,,,,,mar,,,,,,,,,,,comércio local; cafés; restaurantes; supermercado; farmácia; escolas; ginásio; piscina,,,,,,,,2026-07-16T17:22:20.610822
34993025,,,,,,,,,,,,,,,,,,,,jardim privado,,,,,,,,2026-07-16T17:22:23.015478
35009721,,,,,,,,,vista mar,,,,,,,,,,,,,alto,,,,,,2026-07-16T17:22:25.112282
34523686,,,total,,,,8,,,,,,,,escolas,fácil acesso a Cascais e Lisboa; rede de transportes públicos,,,,comércio; serviços; espaços culturais; lazer; restaurantes; cafés,alto,alto,,,,,,2026-07-16T17:22:27.765578
33610562,,,,,,,32,,vistas deslumbrantes sobre os jardins e a envolvente,,,,,,,,10.0,,,piscina; campo de ténis; capela; pomares; jardins; bosque,alto,alto,,,,,,2026-07-16T17:22:30.285631
35003695,,,,3,,,2,"nascente/sul, sul/poente",vista para a Serra de Sintra,,,,,,,,10,,,,,,,,,,,2026-07-16T17:22:32.652063
35109974,,,total,2,,,,,vista desafogada sobre a Serra de Sintra,,,,,,American International School of Lisbon (AISL); TASIS Portugal,"A5, A16, IC19",,,,comércio; supermercados; restaurantes; serviços,,alto,,,,,,2026-07-16T17:22:35.122424
33579547,,,,3,46.0,,1,,Vista Serra,,"PVC e caixilharia alumínio termo lacado, vidros duplos",,,,,,8.0,,,lareira; recuperador de calor; piscina; canil; estacionamento para 1 viatura,,,,,,,,2026-07-16T17:22:37.394348
35049430,,,,,,,3,,mar (Oceano Atlântico),,,,,,,,,,,,,alto,,,,,,2026-07-16T17:22:39.478819
34450880,,,,,,,1,,,,,Oliveiras,True,,,,,,,piscina; zona lounge; parque infantil; ginásio; sauna,,,,True,,,,2026-07-16T17:22:41.488027
33139840,,,total,4,,,2,,vistas deslumbrantes para os palácios e monumentos de Sintra,,,,,,,,,,,spa; sauna; casa de banho; sala de massagem; garrafeira; home cinema; salão; cozinha totalmente equipada; sala de jantar; biblioteca; closet; jardim privativo; fonte romântica; área de churrasco,,alto,,,,,,2026-07-16T17:22:44.124166
34494146,,,,3,80.3,,2,,,,,,,,,,,,,piscina; churrasqueira; jardim; garagem; anexo,,alto,,,,,,2026-07-16T17:22:46.187146
